ID,LastName,FirstName,email,salary,Skill,Tax
03-6880751,Fey,Mylène,mfeyql@apache.org,$1146.21,RPM,$209.03
36-2776701,Acedo,Åsa,sacedoqm@tmall.com,$6455.15,VSA,$404.99
79-9324803,Burg,Cléa,gburgqn@theatlantic.com,$6758.07,Zumba,$472.88
76-2076318,Hickford,Michèle,rhickfordqo@delicious.com,$4571.70,Pneumatics,$116.74
73-8099084,Jex,Edmée,fjexqp@wikipedia.org,$5088.62,RPG II,$127.71
26-3937626,Cansdall,Örjan,rcansdallqq@addthis.com,$3111.06,OTV,$308.69
89-5285628,,Styrbjörn,dsacchettiqr@ovh.net,$8343.98,UK Immigration,$128.39
91-5475348,Sabbins,,msabbinsqs@technorati.com,$1595.62,XAMPP,$399.76
64-7758574,Padefield,Michèle,mpadefieldqt@usa.gov,$7859.93,New Business Development,$221.08
97-1630073,Fright,Ráo,ffrightqu@businessinsider.com,$9572.45,NMS,$297.09
77-8288842,Smidmor,,,$5526.00,SSOP,$220.83
74-6581476,Egiloff,Léone,,$1123.63,Utility Mapping,$97.22
13-2852505,,Ráo,aemslieqx@wikia.com,$4577.16,Internet Yellow Pages,$455.33
08-2148422,Nazareth,Loïs,enazarethqy@hao123.com,$1683.51,Nylon,$93.98
15-7433394,Brende,Géraldine,abrendeqz@about.com,$3387.70,Business Process Improvement,$75.87
53-7140718,Reggio,Audréanne,dreggior0@samsung.com,$3018.68,Outpatient Orthopedics,$488.71
58-1730835,Lode,Lén,iloder1@bbb.org,$3502.59,NFPA 101,$488.43
73-0360221,Haensel,Naëlle,hhaenselr2@opensource.org,$6819.17,QR,$142.82
73-9962670,,Mahélie,spowleslandr3@spotify.com,$5561.97,,$175.74
27-4748630,Bassford,Marylène,rbassfordr4@macromedia.com,$8132.98,Training Delivery,$236.56
71-8422717,Brayn,Mélys,,$4381.66,RIP,$106.13
35-4005681,,Renée,ggrobr6@usda.gov,$9989.87,Tablet PC,$51.70
72-9876491,Grinishin,Ruò,fgrinishinr7@ihg.com,$1940.06,Key Account Relationship Building,$387.73
78-4783089,Fawley,,lfawleyr8@guardian.co.uk,$5503.71,EHR,$395.30
79-6690018,Sayle,Edmée,ksayler9@jigsy.com,$1093.10,MCDBA,$201.14
23-9075954,Wiper,Zoé,bwiperra@sourceforge.net,$6398.98,Church Growth,$234.39
51-9254911,Redgate,Léonore,credgaterb@netlog.com,$6864.90,Motivational Interviewing,$237.40
85-4718674,Redfearn,Andréanne,sredfearnrc@intel.com,$2641.56,Guided Reading,$195.02
24-4429574,Christofor,Néhémie,,$9752.05,QA Automation,$127.04
51-5331801,Oluwatoyin,Mélys,aoluwatoyinre@go.com,$7730.07,LyX,$251.87
05-5764171,Silmon,Nadège,vsilmonrf@ibm.com,$8140.05,FSP,$265.88
08-5157506,Shekle,Gaétane,bsheklerg@squarespace.com,$1972.60,TDA,$29.92
41-6048297,Beverley,Angèle,rbeverleyrh@creativecommons.org,$2936.02,VPP,$469.79
61-0860114,,Audréanne,ibrydsonri@list-manage.com,$4192.86,MSI,$301.26
25-1333222,,Réservés,gandrivelrj@simplemachines.org,$1103.28,IDL,$94.33
87-5780226,Cauthra,Irène,,$6490.35,Interactive TV,$207.44
42-4259413,,Yú,bmarchantrl@unc.edu,$4364.47,FCC License,$408.98
79-1583895,,,ttrundellrm@wunderground.com,$3904.29,,$23.62
82-7209589,Zaniolo,Estée,mzaniolorn@cafepress.com,$7600.94,IXOS,$373.05
84-7905444,Tegler,Irène,gteglerro@pbs.org,$6431.73,VMware Workstation,$470.26
17-6315584,Woodier,Léane,,$5552.95,Czech,$99.84
33-7349370,Turfrey,,,$1348.01,VNA,$307.25
26-4567547,Petrak,Lèi,gpetrakrr@blogtalkradio.com,$6756.28,Novell,$442.38
